date,product,category,demand_units,unit_price_eur,demand_value_eur,cold_chain,disruption_event,seasonality_type
2024-03-13,Amoxicillin_250mg,Antibiotic,510,0.3,153.0,False,none,winter_peak
2024-03-14,Amoxicillin_250mg,Antibiotic,476,0.3,142.8,False,none,winter_peak
2024-03-15,Amoxicillin_250mg,Antibiotic,515,0.3,154.5,False,none,winter_peak
2024-03-16,Amoxicillin_250mg,Antibiotic,380,0.3,114.0,False,none,winter_peak
2024-03-17,Amoxicillin_250mg,Antibiotic,427,0.3,128.1,False,none,winter_peak
2024-03-18,Amoxicillin_250mg,Antibiotic,503,0.3,150.9,False,none,winter_peak
2024-03-19,Amoxicillin_250mg,Antibiotic,484,0.3,145.2,False,none,winter_peak
2024-03-20,Amoxicillin_250mg,Antibiotic,506,0.3,151.8,False,none,winter_peak
2024-03-21,Amoxicillin_250mg,Antibiotic,427,0.3,128.1,False,none,winter_peak
2024-03-22,Amoxicillin_250mg,Antibiotic,444,0.3,133.2,False,none,winter_peak
2024-03-23,Amoxicillin_250mg,Antibiotic,353,0.3,105.9,False,none,winter_peak
2024-03-24,Amoxicillin_250mg,Antibiotic,395,0.3,118.5,False,none,winter_peak
2024-03-25,Amoxicillin_250mg,Antibiotic,556,0.3,166.8,False,none,winter_peak
2024-03-26,Amoxicillin_250mg,Antibiotic,576,0.3,172.8,False,none,winter_peak
2024-03-27,Amoxicillin_250mg,Antibiotic,514,0.3,154.2,False,none,winter_peak
2024-03-28,Amoxicillin_250mg,Antibiotic,508,0.3,152.4,False,none,winter_peak
2024-03-29,Amoxicillin_250mg,Antibiotic,418,0.3,125.4,False,none,winter_peak
2024-03-30,Amoxicillin_250mg,Antibiotic,374,0.3,112.2,False,none,winter_peak
2024-03-31,Amoxicillin_250mg,Antibiotic,366,0.3,109.8,False,none,winter_peak
2024-04-01,Amoxicillin_250mg,Antibiotic,380,0.3,114.0,False,none,winter_peak
2024-04-02,Amoxicillin_250mg,Antibiotic,395,0.3,118.5,False,none,winter_peak
2024-04-03,Amoxicillin_250mg,Antibiotic,385,0.3,115.5,False,none,winter_peak
2024-04-04,Amoxicillin_250mg,Antibiotic,337,0.3,101.1,False,none,winter_peak
2024-04-05,Amoxicillin_250mg,Antibiotic,424,0.3,127.2,False,none,winter_peak
2024-04-06,Amoxicillin_250mg,Antibiotic,292,0.3,87.6,False,none,winter_peak
2024-04-07,Amoxicillin_250mg,Antibiotic,326,0.3,97.8,False,none,winter_peak
2024-04-08,Amoxicillin_250mg,Antibiotic,467,0.3,140.1,False,none,winter_peak
2024-04-09,Amoxicillin_250mg,Antibiotic,371,0.3,111.3,False,none,winter_peak
2024-04-10,Amoxicillin_250mg,Antibiotic,319,0.3,95.7,False,none,winter_peak
2024-04-11,Amoxicillin_250mg,Antibiotic,391,0.3,117.3,False,none,winter_peak
2024-04-12,Amoxicillin_250mg,Antibiotic,436,0.3,130.8,False,none,winter_peak
2024-04-13,Amoxicillin_250mg,Antibiotic,370,0.3,111.0,False,none,winter_peak
2024-04-14,Amoxicillin_250mg,Antibiotic,288,0.3,86.4,False,none,winter_peak
2024-04-15,Amoxicillin_250mg,Antibiotic,417,0.3,125.1,False,none,winter_peak
2024-04-16,Amoxicillin_250mg,Antibiotic,386,0.3,115.8,False,none,winter_peak
2024-04-17,Amoxicillin_250mg,Antibiotic,397,0.3,119.1,False,none,winter_peak
2024-04-18,Amoxicillin_250mg,Antibiotic,486,0.3,145.8,False,none,winter_peak
2024-04-19,Amoxicillin_250mg,Antibiotic,353,0.3,105.9,False,none,winter_peak
2024-04-20,Amoxicillin_250mg,Antibiotic,327,0.3,98.1,False,none,winter_peak
2024-04-21,Amoxicillin_250mg,Antibiotic,332,0.3,99.6,False,none,winter_peak
2024-04-22,Amoxicillin_250mg,Antibiotic,436,0.3,130.8,False,none,winter_peak
2024-04-23,Amoxicillin_250mg,Antibiotic,404,0.3,121.2,False,none,winter_peak
2024-04-24,Amoxicillin_250mg,Antibiotic,411,0.3,123.3,False,none,winter_peak
2024-04-25,Amoxicillin_250mg,Antibiotic,389,0.3,116.7,False,none,winter_peak
2024-04-26,Amoxicillin_250mg,Antibiotic,410,0.3,123.0,False,none,winter_peak
2024-04-27,Amoxicillin_250mg,Antibiotic,312,0.3,93.6,False,none,winter_peak
2024-04-28,Amoxicillin_250mg,Antibiotic,336,0.3,100.8,False,none,winter_peak
2024-04-29,Amoxicillin_250mg,Antibiotic,389,0.3,116.7,False,none,winter_peak
2024-04-30,Amoxicillin_250mg,Antibiotic,414,0.3,124.2,False,none,winter_peak
2024-05-01,Amoxicillin_250mg,Antibiotic,378,0.3,113.4,False,none,winter_peak
2024-05-02,Amoxicillin_250mg,Antibiotic,413,0.3,123.9,False,none,winter_peak
2024-05-03,Amoxicillin_250mg,Antibiotic,378,0.3,113.4,False,none,winter_peak
2024-05-04,Amoxicillin_250mg,Antibiotic,260,0.3,78.0,False,none,winter_peak
2024-05-05,Amoxicillin_250mg,Antibiotic,334,0.3,100.2,False,none,winter_peak
2024-05-06,Amoxicillin_250mg,Antibiotic,352,0.3,105.6,False,none,winter_peak
2024-05-07,Amoxicillin_250mg,Antibiotic,360,0.3,108.0,False,none,winter_peak
2024-05-08,Amoxicillin_250mg,Antibiotic,361,0.3,108.3,False,none,winter_peak
2024-05-09,Amoxicillin_250mg,Antibiotic,421,0.3,126.3,False,none,winter_peak
2024-05-10,Amoxicillin_250mg,Antibiotic,315,0.3,94.5,False,none,winter_peak
2024-05-11,Amoxicillin_250mg,Antibiotic,380,0.3,114.0,False,none,winter_peak
2024-05-12,Amoxicillin_250mg,Antibiotic,329,0.3,98.7,False,none,winter_peak
2024-05-13,Amoxicillin_250mg,Antibiotic,386,0.3,115.8,False,none,winter_peak
2024-05-14,Amoxicillin_250mg,Antibiotic,378,0.3,113.4,False,none,winter_peak
2024-05-15,Amoxicillin_250mg,Antibiotic,388,0.3,116.4,False,none,winter_peak
2024-05-16,Amoxicillin_250mg,Antibiotic,396,0.3,118.8,False,none,winter_peak
2024-05-17,Amoxicillin_250mg,Antibiotic,400,0.3,120.0,False,none,winter_peak
2024-05-18,Amoxicillin_250mg,Antibiotic,317,0.3,95.1,False,none,winter_peak
2024-05-19,Amoxicillin_250mg,Antibiotic,306,0.3,91.8,False,none,winter_peak
2024-05-20,Amoxicillin_250mg,Antibiotic,374,0.3,112.2,False,none,winter_peak
2024-05-21,Amoxicillin_250mg,Antibiotic,375,0.3,112.5,False,none,winter_peak
2024-05-22,Amoxicillin_250mg,Antibiotic,374,0.3,112.2,False,none,winter_peak
2024-05-23,Amoxicillin_250mg,Antibiotic,415,0.3,124.5,False,none,winter_peak
2024-05-24,Amoxicillin_250mg,Antibiotic,398,0.3,119.4,False,none,winter_peak
2024-05-25,Amoxicillin_250mg,Antibiotic,232,0.3,69.6,False,none,winter_peak
2024-05-26,Amoxicillin_250mg,Antibiotic,320,0.3,96.0,False,none,winter_peak
2024-05-27,Amoxicillin_250mg,Antibiotic,386,0.3,115.8,False,none,winter_peak
2024-05-28,Amoxicillin_250mg,Antibiotic,380,0.3,114.0,False,none,winter_peak
2024-05-29,Amoxicillin_250mg,Antibiotic,369,0.3,110.7,False,none,winter_peak
2024-05-30,Amoxicillin_250mg,Antibiotic,415,0.3,124.5,False,none,winter_peak
2024-05-31,Amoxicillin_250mg,Antibiotic,409,0.3,122.7,False,none,winter_peak
2024-06-01,Amoxicillin_250mg,Antibiotic,268,0.3,80.4,False,none,winter_peak
2024-06-02,Amoxicillin_250mg,Antibiotic,296,0.3,88.8,False,none,winter_peak
2024-06-03,Amoxicillin_250mg,Antibiotic,330,0.3,99.0,False,none,winter_peak
2024-06-04,Amoxicillin_250mg,Antibiotic,319,0.3,95.7,False,none,winter_peak
2024-06-05,Amoxicillin_250mg,Antibiotic,340,0.3,102.0,False,none,winter_peak
2024-06-06,Amoxicillin_250mg,Antibiotic,383,0.3,114.9,False,none,winter_peak
2024-06-07,Amoxicillin_250mg,Antibiotic,386,0.3,115.8,False,none,winter_peak
2024-06-08,Amoxicillin_250mg,Antibiotic,298,0.3,89.4,False,none,winter_peak
2024-06-09,Amoxicillin_250mg,Antibiotic,303,0.3,90.9,False,none,winter_peak
2024-06-10,Amoxicillin_250mg,Antibiotic,373,0.3,111.9,False,none,winter_peak
2024-06-11,Amoxicillin_250mg,Antibiotic,340,0.3,102.0,False,none,winter_peak
2024-06-12,Amoxicillin_250mg,Antibiotic,371,0.3,111.3,False,none,winter_peak
2024-06-13,Amoxicillin_250mg,Antibiotic,382,0.3,114.6,False,none,winter_peak
2024-06-14,Amoxicillin_250mg,Antibiotic,380,0.3,114.0,False,none,winter_peak
2024-06-15,Amoxicillin_250mg,Antibiotic,314,0.3,94.2,False,none,winter_peak
2024-06-16,Amoxicillin_250mg,Antibiotic,303,0.3,90.9,False,none,winter_peak
2024-06-17,Amoxicillin_250mg,Antibiotic,369,0.3,110.7,False,none,winter_peak
2024-06-18,Amoxicillin_250mg,Antibiotic,390,0.3,117.0,False,none,winter_peak
2024-06-19,Amoxicillin_250mg,Antibiotic,358,0.3,107.4,False,none,winter_peak
2024-06-20,Amoxicillin_250mg,Antibiotic,334,0.3,100.2,False,none,winter_peak
2024-06-21,Amoxicillin_250mg,Antibiotic,354,0.3,106.2,False,none,winter_peak
2024-06-22,Amoxicillin_250mg,Antibiotic,270,0.3,81.0,False,none,winter_peak
2024-06-23,Amoxicillin_250mg,Antibiotic,272,0.3,81.6,False,none,winter_peak
2024-06-24,Amoxicillin_250mg,Antibiotic,355,0.3,106.5,False,none,winter_peak
2024-06-25,Amoxicillin_250mg,Antibiotic,336,0.3,100.8,False,none,winter_peak
2024-06-26,Amoxicillin_250mg,Antibiotic,350,0.3,105.0,False,none,winter_peak
2024-06-27,Amoxicillin_250mg,Antibiotic,305,0.3,91.5,False,none,winter_peak
2024-06-28,Amoxicillin_250mg,Antibiotic,365,0.3,109.5,False,none,winter_peak
2024-06-29,Amoxicillin_250mg,Antibiotic,287,0.3,86.1,False,none,winter_peak
2024-06-30,Amoxicillin_250mg,Antibiotic,268,0.3,80.4,False,none,winter_peak
2024-07-01,Amoxicillin_250mg,Antibiotic,388,0.3,116.4,False,none,winter_peak
2024-07-02,Amoxicillin_250mg,Antibiotic,396,0.3,118.8,False,none,winter_peak
2024-07-03,Amoxicillin_250mg,Antibiotic,321,0.3,96.3,False,none,winter_peak
2024-07-04,Amoxicillin_250mg,Antibiotic,346,0.3,103.8,False,none,winter_peak
2024-07-05,Amoxicillin_250mg,Antibiotic,346,0.3,103.8,False,none,winter_peak
2024-07-06,Amoxicillin_250mg,Antibiotic,272,0.3,81.6,False,none,winter_peak
2024-07-07,Amoxicillin_250mg,Antibiotic,314,0.3,94.2,False,none,winter_peak
2024-07-08,Amoxicillin_250mg,Antibiotic,363,0.3,108.9,False,none,winter_peak
2024-07-09,Amoxicillin_250mg,Antibiotic,361,0.3,108.3,False,none,winter_peak
2024-07-10,Amoxicillin_250mg,Antibiotic,310,0.3,93.0,False,none,winter_peak
2024-07-11,Amoxicillin_250mg,Antibiotic,388,0.3,116.4,False,none,winter_peak
2024-07-12,Amoxicillin_250mg,Antibiotic,332,0.3,99.6,False,none,winter_peak
2024-07-13,Amoxicillin_250mg,Antibiotic,296,0.3,88.8,False,none,winter_peak
2024-07-14,Amoxicillin_250mg,Antibiotic,301,0.3,90.3,False,none,winter_peak
2024-07-15,Amoxicillin_250mg,Antibiotic,409,0.3,122.7,False,none,winter_peak
2024-07-16,Amoxicillin_250mg,Antibiotic,330,0.3,99.0,False,none,winter_peak
2024-07-17,Amoxicillin_250mg,Antibiotic,280,0.3,84.0,False,none,winter_peak
2024-07-18,Amoxicillin_250mg,Antibiotic,375,0.3,112.5,False,none,winter_peak
2024-07-19,Amoxicillin_250mg,Antibiotic,423,0.3,126.9,False,none,winter_peak
2024-07-20,Amoxicillin_250mg,Antibiotic,324,0.3,97.2,False,none,winter_peak
2024-07-21,Amoxicillin_250mg,Antibiotic,300,0.3,90.0,False,none,winter_peak
2024-07-22,Amoxicillin_250mg,Antibiotic,355,0.3,106.5,False,none,winter_peak
2024-07-23,Amoxicillin_250mg,Antibiotic,393,0.3,117.9,False,none,winter_peak
2024-07-24,Amoxicillin_250mg,Antibiotic,341,0.3,102.3,False,none,winter_peak
2024-07-25,Amoxicillin_250mg,Antibiotic,384,0.3,115.2,False,none,winter_peak
2024-07-26,Amoxicillin_250mg,Antibiotic,385,0.3,115.5,False,none,winter_peak
2024-07-27,Amoxicillin_250mg,Antibiotic,320,0.3,96.0,False,none,winter_peak
2024-07-28,Amoxicillin_250mg,Antibiotic,360,0.3,108.0,False,none,winter_peak
2024-07-29,Amoxicillin_250mg,Antibiotic,381,0.3,114.3,False,none,winter_peak
2024-07-30,Amoxicillin_250mg,Antibiotic,355,0.3,106.5,False,none,winter_peak
2024-07-31,Amoxicillin_250mg,Antibiotic,369,0.3,110.7,False,none,winter_peak
2024-08-01,Amoxicillin_250mg,Antibiotic,329,0.3,98.7,False,none,winter_peak
2024-08-02,Amoxicillin_250mg,Antibiotic,362,0.3,108.6,False,none,winter_peak
2024-08-03,Amoxicillin_250mg,Antibiotic,296,0.3,88.8,False,none,winter_peak
2024-08-04,Amoxicillin_250mg,Antibiotic,293,0.3,87.9,False,none,winter_peak
2024-08-05,Amoxicillin_250mg,Antibiotic,388,0.3,116.4,False,none,winter_peak
2024-08-06,Amoxicillin_250mg,Antibiotic,358,0.3,107.4,False,none,winter_peak
2024-08-07,Amoxicillin_250mg,Antibiotic,418,0.3,125.4,False,none,winter_peak
2024-08-08,Amoxicillin_250mg,Antibiotic,384,0.3,115.2,False,none,winter_peak
2024-08-09,Amoxicillin_250mg,Antibiotic,384,0.3,115.2,False,none,winter_peak
2024-08-10,Amoxicillin_250mg,Antibiotic,299,0.3,89.7,False,none,winter_peak
2024-08-11,Amoxicillin_250mg,Antibiotic,311,0.3,93.3,False,none,winter_peak
2024-08-12,Amoxicillin_250mg,Antibiotic,409,0.3,122.7,False,none,winter_peak
2024-08-13,Amoxicillin_250mg,Antibiotic,357,0.3,107.1,False,none,winter_peak
2024-08-14,Amoxicillin_250mg,Antibiotic,364,0.3,109.2,False,none,winter_peak
2024-08-15,Amoxicillin_250mg,Antibiotic,375,0.3,112.5,False,none,winter_peak
2024-08-16,Amoxicillin_250mg,Antibiotic,343,0.3,102.9,False,none,winter_peak
2024-08-17,Amoxicillin_250mg,Antibiotic,287,0.3,86.1,False,none,winter_peak
2024-08-18,Amoxicillin_250mg,Antibiotic,296,0.3,88.8,False,none,winter_peak
2024-08-19,Amoxicillin_250mg,Antibiotic,411,0.3,123.3,False,none,winter_peak
2024-08-20,Amoxicillin_250mg,Antibiotic,392,0.3,117.6,False,none,winter_peak
2024-08-21,Amoxicillin_250mg,Antibiotic,390,0.3,117.0,False,none,winter_peak
2024-08-22,Amoxicillin_250mg,Antibiotic,411,0.3,123.3,False,none,winter_peak
2024-08-23,Amoxicillin_250mg,Antibiotic,380,0.3,114.0,False,none,winter_peak
2024-08-24,Amoxicillin_250mg,Antibiotic,317,0.3,95.1,False,none,winter_peak
2024-08-25,Amoxicillin_250mg,Antibiotic,304,0.3,91.2,False,none,winter_peak
2024-08-26,Amoxicillin_250mg,Antibiotic,393,0.3,117.9,False,none,winter_peak
2024-08-27,Amoxicillin_250mg,Antibiotic,367,0.3,110.1,False,none,winter_peak
2024-08-28,Amoxicillin_250mg,Antibiotic,310,0.3,93.0,False,none,winter_peak
2024-08-29,Amoxicillin_250mg,Antibiotic,381,0.3,114.3,False,none,winter_peak
2024-08-30,Amoxicillin_250mg,Antibiotic,429,0.3,128.7,False,none,winter_peak
2024-08-31,Amoxicillin_250mg,Antibiotic,330,0.3,99.0,False,none,winter_peak
2024-09-01,Amoxicillin_250mg,Antibiotic,370,0.3,111.0,False,none,winter_peak
2024-09-02,Amoxicillin_250mg,Antibiotic,473,0.3,141.9,False,none,winter_peak
2024-09-03,Amoxicillin_250mg,Antibiotic,433,0.3,129.9,False,none,winter_peak
2024-09-04,Amoxicillin_250mg,Antibiotic,437,0.3,131.1,False,none,winter_peak
2024-09-05,Amoxicillin_250mg,Antibiotic,409,0.3,122.7,False,none,winter_peak
2024-09-06,Amoxicillin_250mg,Antibiotic,420,0.3,126.0,False,none,winter_peak
2024-09-07,Amoxicillin_250mg,Antibiotic,361,0.3,108.3,False,none,winter_peak
2024-09-08,Amoxicillin_250mg,Antibiotic,377,0.3,113.1,False,none,winter_peak
2024-09-09,Amoxicillin_250mg,Antibiotic,426,0.3,127.8,False,none,winter_peak
2024-09-10,Amoxicillin_250mg,Antibiotic,415,0.3,124.5,False,none,winter_peak
2024-09-11,Amoxicillin_250mg,Antibiotic,431,0.3,129.3,False,none,winter_peak
2024-09-12,Amoxicillin_250mg,Antibiotic,452,0.3,135.6,False,none,winter_peak
2024-09-13,Amoxicillin_250mg,Antibiotic,381,0.3,114.3,False,none,winter_peak
2024-09-14,Amoxicillin_250mg,Antibiotic,281,0.3,84.3,False,none,winter_peak
2024-09-15,Amoxicillin_250mg,Antibiotic,329,0.3,98.7,False,none,winter_peak
2024-09-16,Amoxicillin_250mg,Antibiotic,389,0.3,116.7,False,none,winter_peak
2024-09-17,Amoxicillin_250mg,Antibiotic,413,0.3,123.9,False,none,winter_peak
2024-09-18,Amoxicillin_250mg,Antibiotic,426,0.3,127.8,False,none,winter_peak
2024-09-19,Amoxicillin_250mg,Antibiotic,415,0.3,124.5,False,none,winter_peak
2024-09-20,Amoxicillin_250mg,Antibiotic,481,0.3,144.3,False,none,winter_peak
2024-09-21,Amoxicillin_250mg,Antibiotic,354,0.3,106.2,False,none,winter_peak
2024-09-22,Amoxicillin_250mg,Antibiotic,353,0.3,105.9,False,none,winter_peak
2024-09-23,Amoxicillin_250mg,Antibiotic,453,0.3,135.9,False,none,winter_peak
2024-09-24,Amoxicillin_250mg,Antibiotic,392,0.3,117.6,False,none,winter_peak
2024-09-25,Amoxicillin_250mg,Antibiotic,467,0.3,140.1,False,none,winter_peak
2024-09-26,Amoxicillin_250mg,Antibiotic,429,0.3,128.7,False,none,winter_peak
2024-09-27,Amoxicillin_250mg,Antibiotic,455,0.3,136.5,False,none,winter_peak
2024-09-28,Amoxicillin_250mg,Antibiotic,316,0.3,94.8,False,none,winter_peak
2024-09-29,Amoxicillin_250mg,Antibiotic,302,0.3,90.6,False,none,winter_peak
2024-09-30,Amoxicillin_250mg,Antibiotic,460,0.3,138.0,False,none,winter_peak
2024-10-01,Amoxicillin_250mg,Antibiotic,492,0.3,147.6,False,none,winter_peak
2024-10-02,Amoxicillin_250mg,Antibiotic,443,0.3,132.9,False,none,winter_peak
2024-10-03,Amoxicillin_250mg,Antibiotic,444,0.3,133.2,False,none,winter_peak
2024-10-04,Amoxicillin_250mg,Antibiotic,520,0.3,156.0,False,none,winter_peak
2024-10-05,Amoxicillin_250mg,Antibiotic,345,0.3,103.5,False,none,winter_peak
2024-10-06,Amoxicillin_250mg,Antibiotic,432,0.3,129.6,False,none,winter_peak
2024-10-07,Amoxicillin_250mg,Antibiotic,443,0.3,132.9,False,none,winter_peak
2024-10-08,Amoxicillin_250mg,Antibiotic,502,0.3,150.6,False,none,winter_peak
2024-10-09,Amoxicillin_250mg,Antibiotic,465,0.3,139.5,False,none,winter_peak
2024-10-10,Amoxicillin_250mg,Antibiotic,501,0.3,150.3,False,none,winter_peak
2024-10-11,Amoxicillin_250mg,Antibiotic,457,0.3,137.1,False,none,winter_peak
2024-10-12,Amoxicillin_250mg,Antibiotic,377,0.3,113.1,False,none,winter_peak
2024-10-13,Amoxicillin_250mg,Antibiotic,384,0.3,115.2,False,none,winter_peak
2024-10-14,Amoxicillin_250mg,Antibiotic,440,0.3,132.0,False,none,winter_peak
2024-10-15,Amoxicillin_250mg,Antibiotic,506,0.3,151.8,False,none,winter_peak
2024-10-16,Amoxicillin_250mg,Antibiotic,458,0.3,137.4,False,none,winter_peak
2024-10-17,Amoxicillin_250mg,Antibiotic,469,0.3,140.7,False,none,winter_peak
2024-10-18,Amoxicillin_250mg,Antibiotic,440,0.3,132.0,False,none,winter_peak
2024-10-19,Amoxicillin_250mg,Antibiotic,304,0.3,91.2,False,none,winter_peak
2024-10-20,Amoxicillin_250mg,Antibiotic,376,0.3,112.8,False,none,winter_peak
2024-10-21,Amoxicillin_250mg,Antibiotic,571,0.3,171.3,False,none,winter_peak
2024-10-22,Amoxicillin_250mg,Antibiotic,509,0.3,152.7,False,none,winter_peak
2024-10-23,Amoxicillin_250mg,Antibiotic,478,0.3,143.4,False,none,winter_peak
2024-10-24,Amoxicillin_250mg,Antibiotic,469,0.3,140.7,False,none,winter_peak
2024-10-25,Amoxicillin_250mg,Antibiotic,480,0.3,144.0,False,none,winter_peak
2024-10-26,Amoxicillin_250mg,Antibiotic,400,0.3,120.0,False,none,winter_peak
2024-10-27,Amoxicillin_250mg,Antibiotic,346,0.3,103.8,False,none,winter_peak
2024-10-28,Amoxicillin_250mg,Antibiotic,522,0.3,156.6,False,none,winter_peak
2024-10-29,Amoxicillin_250mg,Antibiotic,506,0.3,151.8,False,none,winter_peak
2024-10-30,Amoxicillin_250mg,Antibiotic,506,0.3,151.8,False,none,winter_peak
2024-10-31,Amoxicillin_250mg,Antibiotic,496,0.3,148.8,False,none,winter_peak
2024-11-01,Amoxicillin_250mg,Antibiotic,1029,0.3,308.7,False,flu_outbreak,winter_peak
2024-11-02,Amoxicillin_250mg,Antibiotic,866,0.3,259.8,False,flu_outbreak,winter_peak
2024-11-03,Amoxicillin_250mg,Antibiotic,860,0.3,258.0,False,flu_outbreak,winter_peak
2024-11-04,Amoxicillin_250mg,Antibiotic,998,0.3,299.4,False,flu_outbreak,winter_peak
2024-11-05,Amoxicillin_250mg,Antibiotic,980,0.3,294.0,False,flu_outbreak,winter_peak
2024-11-06,Amoxicillin_250mg,Antibiotic,1036,0.3,310.8,False,flu_outbreak,winter_peak
2024-11-07,Amoxicillin_250mg,Antibiotic,1155,0.3,346.5,False,flu_outbreak,winter_peak
2024-11-08,Amoxicillin_250mg,Antibiotic,926,0.3,277.8,False,flu_outbreak,winter_peak
2024-11-09,Amoxicillin_250mg,Antibiotic,725,0.3,217.5,False,flu_outbreak,winter_peak
2024-11-10,Amoxicillin_250mg,Antibiotic,833,0.3,249.9,False,flu_outbreak,winter_peak
2024-11-11,Amoxicillin_250mg,Antibiotic,1033,0.3,309.9,False,flu_outbreak,winter_peak
2024-11-12,Amoxicillin_250mg,Antibiotic,1043,0.3,312.9,False,flu_outbreak,winter_peak
2024-11-13,Amoxicillin_250mg,Antibiotic,1049,0.3,314.7,False,flu_outbreak,winter_peak
2024-11-14,Amoxicillin_250mg,Antibiotic,1010,0.3,303.0,False,flu_outbreak,winter_peak
2024-11-15,Amoxicillin_250mg,Antibiotic,1152,0.3,345.6,False,flu_outbreak,winter_peak
2024-11-16,Amoxicillin_250mg,Antibiotic,717,0.3,215.1,False,flu_outbreak,winter_peak
2024-11-17,Amoxicillin_250mg,Antibiotic,768,0.3,230.4,False,flu_outbreak,winter_peak
2024-11-18,Amoxicillin_250mg,Antibiotic,1021,0.3,306.3,False,flu_outbreak,winter_peak
2024-11-19,Amoxicillin_250mg,Antibiotic,894,0.3,268.2,False,flu_outbreak,winter_peak
2024-11-20,Amoxicillin_250mg,Antibiotic,1015,0.3,304.5,False,flu_outbreak,winter_peak
2024-11-21,Amoxicillin_250mg,Antibiotic,1166,0.3,349.8,False,flu_outbreak,winter_peak
2024-11-22,Amoxicillin_250mg,Antibiotic,1031,0.3,309.3,False,flu_outbreak,winter_peak
2024-11-23,Amoxicillin_250mg,Antibiotic,839,0.3,251.7,False,flu_outbreak,winter_peak
2024-11-24,Amoxicillin_250mg,Antibiotic,740,0.3,222.0,False,flu_outbreak,winter_peak
2024-11-25,Amoxicillin_250mg,Antibiotic,979,0.3,293.7,False,flu_outbreak,winter_peak
2024-11-26,Amoxicillin_250mg,Antibiotic,999,0.3,299.7,False,flu_outbreak,winter_peak
2024-11-27,Amoxicillin_250mg,Antibiotic,1004,0.3,301.2,False,flu_outbreak,winter_peak
2024-11-28,Amoxicillin_250mg,Antibiotic,1136,0.3,340.8,False,flu_outbreak,winter_peak
2024-11-29,Amoxicillin_250mg,Antibiotic,1077,0.3,323.1,False,flu_outbreak,winter_peak
2024-11-30,Amoxicillin_250mg,Antibiotic,751,0.3,225.3,False,flu_outbreak,winter_peak
2024-12-01,Amoxicillin_250mg,Antibiotic,975,0.3,292.5,False,flu_outbreak,winter_peak
2024-12-02,Amoxicillin_250mg,Antibiotic,1244,0.3,373.2,False,flu_outbreak,winter_peak
2024-12-03,Amoxicillin_250mg,Antibiotic,1305,0.3,391.5,False,flu_outbreak,winter_peak
2024-12-04,Amoxicillin_250mg,Antibiotic,1348,0.3,404.4,False,flu_outbreak,winter_peak
2024-12-05,Amoxicillin_250mg,Antibiotic,1099,0.3,329.7,False,flu_outbreak,winter_peak
2024-12-06,Amoxicillin_250mg,Antibiotic,1119,0.3,335.7,False,flu_outbreak,winter_peak
2024-12-07,Amoxicillin_250mg,Antibiotic,860,0.3,258.0,False,flu_outbreak,winter_peak
2024-12-08,Amoxicillin_250mg,Antibiotic,939,0.3,281.7,False,flu_outbreak,winter_peak
2024-12-09,Amoxicillin_250mg,Antibiotic,1242,0.3,372.6,False,flu_outbreak,winter_peak
2024-12-10,Amoxicillin_250mg,Antibiotic,1292,0.3,387.6,False,flu_outbreak,winter_peak
2024-12-11,Amoxicillin_250mg,Antibiotic,1190,0.3,357.0,False,flu_outbreak,winter_peak
2024-12-12,Amoxicillin_250mg,Antibiotic,1167,0.3,350.1,False,flu_outbreak,winter_peak
2024-12-13,Amoxicillin_250mg,Antibiotic,1212,0.3,363.6,False,flu_outbreak,winter_peak
2024-12-14,Amoxicillin_250mg,Antibiotic,894,0.3,268.2,False,flu_outbreak,winter_peak
2024-12-15,Amoxicillin_250mg,Antibiotic,1118,0.3,335.4,False,flu_outbreak,winter_peak
2024-12-16,Amoxicillin_250mg,Antibiotic,1044,0.3,313.2,False,flu_outbreak,winter_peak
2024-12-17,Amoxicillin_250mg,Antibiotic,1216,0.3,364.8,False,flu_outbreak,winter_peak
2024-12-18,Amoxicillin_250mg,Antibiotic,1392,0.3,417.6,False,flu_outbreak,winter_peak
2024-12-19,Amoxicillin_250mg,Antibiotic,1199,0.3,359.7,False,flu_outbreak,winter_peak
2024-12-20,Amoxicillin_250mg,Antibiotic,1180,0.3,354.0,False,flu_outbreak,winter_peak
2024-12-21,Amoxicillin_250mg,Antibiotic,931,0.3,279.3,False,flu_outbreak,winter_peak
2024-12-22,Amoxicillin_250mg,Antibiotic,945,0.3,283.5,False,flu_outbreak,winter_peak
2024-12-23,Amoxicillin_250mg,Antibiotic,1331,0.3,399.3,False,flu_outbreak,winter_peak
2024-12-24,Amoxicillin_250mg,Antibiotic,987,0.3,296.1,False,flu_outbreak,winter_peak
2024-12-25,Amoxicillin_250mg,Antibiotic,1346,0.3,403.8,False,flu_outbreak,winter_peak
2024-12-26,Amoxicillin_250mg,Antibiotic,1063,0.3,318.9,False,flu_outbreak,winter_peak
2024-12-27,Amoxicillin_250mg,Antibiotic,1174,0.3,352.2,False,flu_outbreak,winter_peak
2024-12-28,Amoxicillin_250mg,Antibiotic,926,0.3,277.8,False,flu_outbreak,winter_peak
2024-12-29,Amoxicillin_250mg,Antibiotic,1004,0.3,301.2,False,flu_outbreak,winter_peak
2024-12-30,Amoxicillin_250mg,Antibiotic,1046,0.3,313.8,False,flu_outbreak,winter_peak
2024-12-31,Amoxicillin_250mg,Antibiotic,1244,0.3,373.2,False,flu_outbreak,winter_peak
